,Fold No,Metric,Score
0,0,simple_accuracy,0.5642418
1,0,balanced_accuracy,0.46641198
2,0,precision,0.14629513
3,0,sensitivity,0.31730768
4,0,f1_score,0.20026007
5,0,mcc,-0.052415866
