,Fold No,Metric,Score
0,0,simple_accuracy,0.8723672
1,0,balanced_accuracy,0.8872768
2,0,precision,0.87370694
3,0,sensitivity,0.8723672
4,0,f1_score,0.872649
5,0,mcc,0.80698425
