,Fold No,Metric,Score
0,0,simple_accuracy,0.929238
1,0,balanced_accuracy,0.93975914
2,0,precision,0.7209181
3,0,sensitivity,0.95574
4,0,f1_score,0.8218852
5,0,mcc,0.790863
