,Fold No,Metric,Score
0,0,simple_accuracy,0.82923806
1,0,balanced_accuracy,0.5003102
2,0,precision,0.6666667
3,0,sensitivity,0.00069156295
4,0,f1_score,0.0013816926
5,0,mcc,0.017539706
