,Fold No,Metric,Score
0,0,simple_accuracy,0.8903721
1,0,balanced_accuracy,0.9074929
2,0,precision,0.8917196
3,0,sensitivity,0.8903721
4,0,f1_score,0.890642
5,0,mcc,0.83416396
