,Fold No,Metric,Score
0,0,simple_accuracy,0.33136514
1,0,balanced_accuracy,0.27066648
2,0,precision,0.34240046
3,0,sensitivity,0.33136514
4,0,f1_score,0.3364033
5,0,mcc,-0.0035024863
