,Fold No,Metric,Score
0,0,simple_accuracy,0.9184284
1,0,balanced_accuracy,0.92849267
2,0,precision,0.9187434
3,0,sensitivity,0.9184284
4,0,f1_score,0.91844386
5,0,mcc,0.87603694
