,Fold No,Metric,Score
0,0,simple_accuracy,0.8614622
1,0,balanced_accuracy,0.8753799
2,0,precision,0.55890805
3,0,sensitivity,0.89651996
4,0,f1_score,0.6885565
5,0,mcc,0.63350314
