,Fold No,Metric,Score
0,0,simple_accuracy,0.91823477
1,0,balanced_accuracy,0.94069314
2,0,precision,0.6824628
3,0,sensitivity,0.9748024
4,0,f1_score,0.8028484
5,0,mcc,0.7723319
