,Fold No,Metric,Score
0,0,simple_accuracy,0.82558435
1,0,balanced_accuracy,0.5033045
2,0,precision,0.28282827
3,0,sensitivity,0.013833992
4,0,f1_score,0.026377767
5,0,mcc,0.02732612
