,Fold No,Metric,Score
0,0,simple_accuracy,0.7804489
1,0,balanced_accuracy,0.79032457
2,0,precision,0.42476746
3,0,sensitivity,0.80532503
4,0,f1_score,0.5561791
5,0,mcc,0.46699324
