,Classifier,Fold No,Metric,Score
0,svm,0,simple_accuracy,0.9454898
1,svm,0,balanced_accuracy,0.9454964
2,svm,0,precision,0.9458256
3,svm,0,sensitivity,0.9454898
4,svm,0,f1_score,0.9452015
5,svm,0,mcc,0.91657376
