,Classifier,Fold No,Metric,Score
0,svm,0,simple_accuracy,0.97662646
1,svm,0,balanced_accuracy,0.9409866
2,svm,0,precision,0.9739555
3,svm,0,sensitivity,0.8868577
4,svm,0,f1_score,0.9283683
5,svm,0,mcc,0.91587204
