,Fold No,Metric,Score
0,0,simple_accuracy,0.82531
1,0,balanced_accuracy,0.8504379
2,0,precision,0.82826596
3,0,sensitivity,0.82531
4,0,f1_score,0.82598644
5,0,mcc,0.7426712
