,Fold No,Metric,Score
0,0,simple_accuracy,0.868104
1,0,balanced_accuracy,0.8761578
2,0,precision,0.86775273
3,0,sensitivity,0.868104
4,0,f1_score,0.8678833
5,0,mcc,0.7982395
