,Fold No,Metric,Score
0,0,simple_accuracy,0.7467724
1,0,balanced_accuracy,0.79532725
2,0,precision,0.3913237
3,0,sensitivity,0.8690711
4,0,f1_score,0.5396533
5,0,mcc,0.45810345
