,Fold No,Metric,Score
0,0,simple_accuracy,0.91083026
1,0,balanced_accuracy,0.91329217
2,0,precision,0.6762406
3,0,sensitivity,0.9170316
4,0,f1_score,0.7784408
5,0,mcc,0.73737586
