,Fold No,Metric,Score
0,0,simple_accuracy,0.6128956
1,0,balanced_accuracy,0.48490617
2,0,precision,0.15828957
3,0,sensitivity,0.28983516
4,0,f1_score,0.20475498
5,0,mcc,-0.024525171
