,Fold No,Metric,Score
0,0,simple_accuracy,0.649504
1,0,balanced_accuracy,0.4792569
2,0,precision,0.14869888
3,0,sensitivity,0.21978022
4,0,f1_score,0.17738359
5,0,mcc,-0.0359553
