,Fold No,Metric,Score
0,0,simple_accuracy,0.7652519
1,0,balanced_accuracy,0.76076573
2,0,precision,0.7682646
3,0,sensitivity,0.7652519
4,0,f1_score,0.7661972
5,0,mcc,0.6455373
