,Fold No,Metric,Score
0,0,simple_accuracy,0.5073243
1,0,balanced_accuracy,0.5638558
2,0,precision,0.20408385
3,0,sensitivity,0.64972335
4,0,f1_score,0.31060418
5,0,mcc,0.09650067
