,Fold No,Metric,Score
0,0,simple_accuracy,0.3011337
1,0,balanced_accuracy,0.25728518
2,0,precision,0.34107047
3,0,sensitivity,0.3011337
4,0,f1_score,0.3132373
5,0,mcc,-0.011561005
