,Fold No,Metric,Score
0,0,simple_accuracy,0.7769808
1,0,balanced_accuracy,0.81802595
2,0,precision,0.79155415
3,0,sensitivity,0.7769808
4,0,f1_score,0.77902067
5,0,mcc,0.67384386
