,Fold No,Metric,Score
0,0,simple_accuracy,0.78457516
1,0,balanced_accuracy,0.7673469
2,0,precision,0.78323275
3,0,sensitivity,0.78457516
4,0,f1_score,0.7833185
5,0,mcc,0.67080873
