,Fold No,Metric,Score
0,0,simple_accuracy,0.9193476
1,0,balanced_accuracy,0.9311049
2,0,precision,0.69262195
3,0,sensitivity,0.9489628
4,0,f1_score,0.800778
5,0,mcc,0.7664023
